"";"Subject";"Contingency";"Block";"Condition";"SoundID";"Correctness"
"5355";3;7;1;2;1;FALSE
"5214";3;7;2;2;7;TRUE
"5217";3;7;2;2;1;FALSE
"5220";3;7;2;2;3;FALSE
"5223";3;7;2;2;5;FALSE
"5226";3;7;2;2;2;TRUE
"5229";3;7;2;2;8;FALSE
"5373";3;7;2;2;7;TRUE
"5376";3;7;2;2;1;NA
"5379";3;7;2;2;3;TRUE
"5382";3;7;2;2;5;FALSE
"5385";3;7;2;2;2;TRUE
"5388";3;7;2;2;8;NA
"5248";3;7;3;2;8;FALSE
"5251";3;7;3;2;6;TRUE
"5254";3;7;3;2;1;TRUE
"5257";3;7;3;2;2;FALSE
"5260";3;7;3;2;4;TRUE
"5263";3;7;3;2;7;FALSE
"5406";3;7;3;2;8;FALSE
"5409";3;7;3;2;6;FALSE
"5412";3;7;3;2;1;TRUE
"5415";3;7;3;2;2;FALSE
"5418";3;7;3;2;4;TRUE
"5421";3;7;3;2;7;FALSE
"5282";3;7;4;2;5;TRUE
"5285";3;7;4;2;6;FALSE
"5288";3;7;4;2;8;FALSE
"5291";3;7;4;2;3;TRUE
"5294";3;7;4;2;2;NA
"5297";3;7;4;2;1;TRUE
"5440";3;7;4;2;5;TRUE
"5443";3;7;4;2;6;FALSE
"5446";3;7;4;2;8;FALSE
"5449";3;7;4;2;3;TRUE
"5452";3;7;4;2;2;TRUE
"5455";3;7;4;2;1;TRUE
"5315";3;7;5;2;1;TRUE
"5318";3;7;5;2;8;TRUE
"5475";3;7;5;2;1;TRUE
"5478";3;7;5;2;8;TRUE
"5481";3;7;5;2;4;FALSE
"5484";3;7;5;2;7;TRUE
"5487";3;7;5;2;3;TRUE
"5490";3;7;5;2;6;NA
"5509";3;7;6;2;1;TRUE
"5512";3;7;6;2;3;TRUE
"5515";3;7;6;2;5;TRUE
"5518";3;7;6;2;2;TRUE
"5521";3;7;6;2;6;FALSE
"5524";3;7;6;2;4;TRUE
"5544";3;7;7;2;5;TRUE
"5547";3;7;7;2;4;TRUE
"5550";3;7;7;2;1;TRUE
"5553";3;7;7;2;6;FALSE
"5556";3;7;7;2;3;FALSE
"5559";3;7;7;2;8;TRUE
"5580";3;8;1;1;8;TRUE
"5586";3;8;1;1;4;TRUE
"5592";3;8;1;1;3;FALSE
"5595";3;8;1;1;1;TRUE
"5616";3;8;2;1;7;TRUE
"5619";3;8;2;1;1;TRUE
"5622";3;8;2;1;3;FALSE
"5625";3;8;2;1;5;FALSE
"5628";3;8;2;1;2;TRUE
"5631";3;8;2;1;8;FALSE
"5646";3;8;3;1;8;FALSE
"5649";3;8;3;1;6;TRUE
"5652";3;8;3;1;1;TRUE
"5655";3;8;3;1;2;TRUE
"5658";3;8;3;1;4;TRUE
"5661";3;8;3;1;7;FALSE
"5681";3;8;4;1;5;TRUE
"5684";3;8;4;1;6;FALSE
"5687";3;8;4;1;8;FALSE
"5690";3;8;4;1;3;TRUE
"5693";3;8;4;1;2;TRUE
"5696";3;8;4;1;1;TRUE
"5718";3;8;5;1;1;TRUE
"5721";3;8;5;1;8;FALSE
"5724";3;8;5;1;4;TRUE
"5727";3;8;5;1;7;TRUE
"5730";3;8;5;1;3;TRUE
"5733";3;8;5;1;6;FALSE
"5751";3;8;6;1;1;TRUE
"5754";3;8;6;1;3;TRUE
"5757";3;8;6;1;5;TRUE
"5760";3;8;6;1;2;TRUE
"5763";3;8;6;1;6;TRUE
"5766";3;8;6;1;4;TRUE
"5785";3;8;7;1;5;FALSE
"5788";3;8;7;1;4;TRUE
"5791";3;8;7;1;1;TRUE
"5794";3;8;7;1;6;TRUE
"5797";3;8;7;1;3;NA
"5800";3;8;7;1;8;TRUE
"5821";3;9;1;2;8;TRUE
"5827";3;9;1;2;4;TRUE
"5833";3;9;1;2;3;FALSE
"5836";3;9;1;2;1;TRUE
"5851";3;9;2;2;7;TRUE
"5854";3;9;2;2;1;TRUE
"5857";3;9;2;2;3;TRUE
"5863";3;9;2;2;2;TRUE
"5866";3;9;2;2;8;FALSE
"5884";3;9;3;2;8;TRUE
"5887";3;9;3;2;6;TRUE
"5890";3;9;3;2;1;TRUE
"5893";3;9;3;2;2;TRUE
"5896";3;9;3;2;4;TRUE
"5899";3;9;3;2;7;TRUE
"5921";3;9;4;2;5;TRUE
"5924";3;9;4;2;6;FALSE
"5927";3;9;4;2;8;TRUE
"5930";3;9;4;2;3;TRUE
"5933";3;9;4;2;2;TRUE
"5936";3;9;4;2;1;TRUE
"5957";3;9;5;2;1;TRUE
"5960";3;9;5;2;8;TRUE
"5963";3;9;5;2;4;FALSE
"5966";3;9;5;2;7;TRUE
"5969";3;9;5;2;3;TRUE
"5972";3;9;5;2;6;TRUE
"5990";3;9;6;2;1;TRUE
"5993";3;9;6;2;3;TRUE
"5996";3;9;6;2;5;TRUE
"5999";3;9;6;2;2;FALSE
"6002";3;9;6;2;6;TRUE
"6005";3;9;6;2;4;TRUE
"6025";3;9;7;2;5;TRUE
"6028";3;9;7;2;4;TRUE
"6031";3;9;7;2;1;TRUE
"6034";3;9;7;2;6;TRUE
"6037";3;9;7;2;3;TRUE
"6040";3;9;7;2;8;TRUE
"6068";3;10;1;1;4;TRUE
"6074";3;10;1;1;3;FALSE
"6077";3;10;1;1;1;TRUE
"6101";3;10;2;1;1;TRUE
"6104";3;10;2;1;3;TRUE
"6107";3;10;2;1;5;FALSE
"6110";3;10;2;1;2;TRUE
"6113";3;10;2;1;8;FALSE
"6132";3;10;3;1;8;TRUE
"6135";3;10;3;1;6;TRUE
"6138";3;10;3;1;1;TRUE
"6141";3;10;3;1;2;TRUE
"6144";3;10;3;1;4;TRUE
"6147";3;10;3;1;7;TRUE
"6165";3;10;4;1;5;TRUE
"6168";3;10;4;1;6;TRUE
"6171";3;10;4;1;8;FALSE
"6174";3;10;4;1;3;TRUE
"6177";3;10;4;1;2;TRUE
"6180";3;10;4;1;1;TRUE
"6201";3;10;5;1;1;TRUE
"6204";3;10;5;1;8;TRUE
"6207";3;10;5;1;4;TRUE
"6210";3;10;5;1;7;TRUE
"6213";3;10;5;1;3;TRUE
"6216";3;10;5;1;6;TRUE
"6233";3;10;6;1;1;TRUE
"6236";3;10;6;1;3;TRUE
"6239";3;10;6;1;5;TRUE
"6242";3;10;6;1;2;TRUE
"6245";3;10;6;1;6;TRUE
"6248";3;10;6;1;4;TRUE
"6271";3;10;7;1;5;TRUE
"6274";3;10;7;1;4;TRUE
"6277";3;10;7;1;1;TRUE
"6280";3;10;7;1;6;TRUE
"6283";3;10;7;1;3;TRUE
"6286";3;10;7;1;8;TRUE
"6304";3;11;1;2;8;TRUE
"6307";3;11;1;2;7;TRUE
"6310";3;11;1;2;4;TRUE
"6313";3;11;1;2;6;FALSE
"6316";3;11;1;2;3;FALSE
"6319";3;11;1;2;1;TRUE
"6340";3;11;2;2;7;TRUE
"6343";3;11;2;2;1;TRUE
"6346";3;11;2;2;3;FALSE
"6349";3;11;2;2;5;FALSE
"6352";3;11;2;2;2;TRUE
"6355";3;11;2;2;8;TRUE
"6376";3;11;3;2;8;TRUE
"6379";3;11;3;2;6;TRUE
"6382";3;11;3;2;1;TRUE
"6385";3;11;3;2;2;TRUE
"6388";3;11;3;2;4;TRUE
"6391";3;11;3;2;7;TRUE
"6412";3;11;4;2;5;TRUE
"6415";3;11;4;2;6;FALSE
"6418";3;11;4;2;8;TRUE
"6421";3;11;4;2;3;TRUE
"6424";3;11;4;2;2;TRUE
"6427";3;11;4;2;1;TRUE
"6445";3;11;5;2;1;TRUE
"6448";3;11;5;2;8;TRUE
"6451";3;11;5;2;4;TRUE
"6454";3;11;5;2;7;TRUE
"6457";3;11;5;2;3;TRUE
"6460";3;11;5;2;6;TRUE
"6483";3;11;6;2;1;TRUE
"6486";3;11;6;2;3;TRUE
"6489";3;11;6;2;5;TRUE
"6492";3;11;6;2;2;TRUE
"6495";3;11;6;2;6;TRUE
"6498";3;11;6;2;4;TRUE
"6517";3;11;7;2;5;TRUE
"6520";3;11;7;2;4;TRUE
"6523";3;11;7;2;1;TRUE
"6526";3;11;7;2;6;TRUE
"6529";3;11;7;2;3;TRUE
"6532";3;11;7;2;8;TRUE
"6552";3;12;1;1;8;TRUE
"6558";3;12;1;1;4;TRUE
"6564";3;12;1;1;3;TRUE
"6567";3;12;1;1;1;TRUE
"6589";3;12;2;1;7;TRUE
"6592";3;12;2;1;1;TRUE
"6595";3;12;2;1;3;TRUE
"6598";3;12;2;1;5;TRUE
"6601";3;12;2;1;2;TRUE
"6604";3;12;2;1;8;TRUE
"6623";3;12;3;1;8;TRUE
"6626";3;12;3;1;6;TRUE
"6629";3;12;3;1;1;TRUE
"6632";3;12;3;1;2;NA
"6635";3;12;3;1;4;TRUE
"6638";3;12;3;1;7;FALSE
"6656";3;12;4;1;5;TRUE
"6659";3;12;4;1;6;TRUE
"6662";3;12;4;1;8;TRUE
"6665";3;12;4;1;3;TRUE
"6668";3;12;4;1;2;TRUE
"6671";3;12;4;1;1;FALSE
"6688";3;12;5;1;1;FALSE
"6691";3;12;5;1;8;TRUE
"6694";3;12;5;1;4;TRUE
"6697";3;12;5;1;7;TRUE
"6700";3;12;5;1;3;TRUE
"6703";3;12;5;1;6;FALSE
"6721";3;12;6;1;1;TRUE
"6724";3;12;6;1;3;TRUE
"6727";3;12;6;1;5;FALSE
"6730";3;12;6;1;2;TRUE
"6733";3;12;6;1;6;TRUE
"6736";3;12;6;1;4;TRUE
"6752";3;12;7;1;5;TRUE
"6755";3;12;7;1;4;TRUE
"6758";3;12;7;1;1;TRUE
"6761";3;12;7;1;6;TRUE
"6764";3;12;7;1;3;TRUE
"6767";3;12;7;1;8;TRUE
"6784";3;13;1;2;8;TRUE
"6796";3;13;1;2;3;FALSE
"6799";3;13;1;2;1;TRUE
"6821";3;13;2;2;7;TRUE
"6824";3;13;2;2;1;TRUE
"6827";3;13;2;2;3;TRUE
"6830";3;13;2;2;5;TRUE
"6833";3;13;2;2;2;TRUE
"6836";3;13;2;2;8;TRUE
"6854";3;13;3;2;8;TRUE
"6857";3;13;3;2;6;TRUE
"6860";3;13;3;2;1;TRUE
"6863";3;13;3;2;2;TRUE
"6866";3;13;3;2;4;TRUE
"6869";3;13;3;2;7;TRUE
"6888";3;13;4;2;5;TRUE
"6891";3;13;4;2;6;TRUE
"6894";3;13;4;2;8;TRUE
"6897";3;13;4;2;3;TRUE
"6900";3;13;4;2;2;TRUE
"6903";3;13;4;2;1;TRUE
"6920";3;13;5;2;1;TRUE
"6923";3;13;5;2;8;TRUE
"6926";3;13;5;2;4;TRUE
"6929";3;13;5;2;7;TRUE
"6932";3;13;5;2;3;TRUE
"6935";3;13;5;2;6;TRUE
"6953";3;13;6;2;1;TRUE
"6956";3;13;6;2;3;TRUE
"6959";3;13;6;2;5;TRUE
"6962";3;13;6;2;2;TRUE
"6965";3;13;6;2;6;TRUE
"6968";3;13;6;2;4;TRUE
"6987";3;13;7;2;5;TRUE
"6990";3;13;7;2;4;TRUE
"6993";3;13;7;2;1;TRUE
"6996";3;13;7;2;6;TRUE
"6999";3;13;7;2;3;TRUE
"7002";3;13;7;2;8;TRUE
"7024";3;14;1;1;8;TRUE
"7027";3;14;1;1;7;TRUE
"7030";3;14;1;1;4;FALSE
"7033";3;14;1;1;6;TRUE
"7036";3;14;1;1;3;TRUE
"7039";3;14;1;1;1;TRUE
"7057";3;14;2;1;7;TRUE
"7060";3;14;2;1;1;TRUE
"7063";3;14;2;1;3;TRUE
"7066";3;14;2;1;5;TRUE
"7069";3;14;2;1;2;TRUE
"7072";3;14;2;1;8;TRUE
"7091";3;14;3;1;8;TRUE
"7094";3;14;3;1;6;TRUE
"7097";3;14;3;1;1;TRUE
"7100";3;14;3;1;2;TRUE
"7103";3;14;3;1;4;TRUE
"7106";3;14;3;1;7;TRUE
"7118";3;14;4;1;5;TRUE
"7121";3;14;4;1;6;TRUE
"7124";3;14;4;1;8;TRUE
"7127";3;14;4;1;3;TRUE
"7130";3;14;4;1;2;TRUE
"7133";3;14;4;1;1;TRUE
"7146";3;14;5;1;1;TRUE
"7149";3;14;5;1;8;TRUE
"7152";3;14;5;1;4;TRUE
"7155";3;14;5;1;7;TRUE
"7158";3;14;5;1;3;TRUE
"7161";3;14;5;1;6;TRUE
"7169";3;14;6;1;1;TRUE
"7172";3;14;6;1;3;TRUE
"7175";3;14;6;1;5;TRUE
"7178";3;14;6;1;2;TRUE
"7181";3;14;6;1;6;TRUE
"7184";3;14;6;1;4;TRUE
"7198";3;14;7;1;5;TRUE
"7201";3;14;7;1;4;TRUE
"7204";3;14;7;1;1;TRUE
"7207";3;14;7;1;6;TRUE
"7210";3;14;7;1;3;TRUE
"7213";3;14;7;1;8;TRUE
"7407";4;1;1;1;3;TRUE
"7410";4;1;1;1;4;TRUE
"7413";4;1;1;1;6;NA
"7416";4;1;1;1;7;NA
"7419";4;1;1;1;2;NA
"7422";4;1;1;1;8;FALSE
"7630";4;1;1;1;3;TRUE
"7633";4;1;1;1;4;TRUE
"7636";4;1;1;1;6;FALSE
"7639";4;1;1;1;7;TRUE
"7642";4;1;1;1;2;FALSE
"7645";4;1;1;1;8;FALSE
"7438";4;1;2;1;2;FALSE
"7441";4;1;2;1;7;TRUE
"7444";4;1;2;1;3;NA
"7447";4;1;2;1;1;NA
"7450";4;1;2;1;5;TRUE
"7453";4;1;2;1;4;FALSE
"7662";4;1;2;1;2;TRUE
"7665";4;1;2;1;7;FALSE
"7668";4;1;2;1;3;TRUE
"7671";4;1;2;1;1;TRUE
"7674";4;1;2;1;5;FALSE
"7677";4;1;2;1;4;FALSE
"7469";4;1;3;1;2;NA
"7472";4;1;3;1;7;FALSE
"7475";4;1;3;1;3;TRUE
"7478";4;1;3;1;5;TRUE
"7481";4;1;3;1;4;FALSE
"7484";4;1;3;1;6;FALSE
"7696";4;1;3;1;2;TRUE
"7699";4;1;3;1;7;TRUE
"7702";4;1;3;1;3;NA
"7705";4;1;3;1;5;FALSE
"7708";4;1;3;1;4;FALSE
"7711";4;1;3;1;6;TRUE
"7499";4;1;4;1;2;TRUE
"7502";4;1;4;1;5;TRUE
"7505";4;1;4;1;4;FALSE
"7508";4;1;4;1;7;TRUE
"7511";4;1;4;1;6;FALSE
"7514";4;1;4;1;3;FALSE
"7729";4;1;4;1;2;TRUE
"7732";4;1;4;1;5;TRUE
"7735";4;1;4;1;4;TRUE
"7738";4;1;4;1;7;TRUE
"7741";4;1;4;1;6;FALSE
"7744";4;1;4;1;3;FALSE
"7532";4;1;5;1;5;TRUE
"7535";4;1;5;1;7;FALSE
"7538";4;1;5;1;2;TRUE
"7541";4;1;5;1;6;TRUE
"7544";4;1;5;1;8;TRUE
"7547";4;1;5;1;3;FALSE
"7762";4;1;5;1;5;TRUE
"7765";4;1;5;1;7;TRUE
"7768";4;1;5;1;2;TRUE
"7771";4;1;5;1;6;TRUE
"7774";4;1;5;1;8;TRUE
"7777";4;1;5;1;3;TRUE
"7565";4;1;6;1;5;TRUE
"7568";4;1;6;1;6;TRUE
"7571";4;1;6;1;4;TRUE
"7574";4;1;6;1;7;NA
"7577";4;1;6;1;2;FALSE
"7580";4;1;6;1;8;TRUE
"7796";4;1;6;1;5;TRUE
"7799";4;1;6;1;6;TRUE
"7802";4;1;6;1;4;TRUE
"7805";4;1;6;1;7;TRUE
"7808";4;1;6;1;2;NA
"7811";4;1;6;1;8;NA
"7597";4;1;7;1;7;TRUE
"7600";4;1;7;1;5;FALSE
"7603";4;1;7;1;4;FALSE
"7606";4;1;7;1;8;TRUE
"7609";4;1;7;1;1;NA
"7612";4;1;7;1;6;FALSE
"7829";4;1;7;1;7;TRUE
"7832";4;1;7;1;5;TRUE
"7835";4;1;7;1;4;TRUE
"7838";4;1;7;1;8;TRUE
"7841";4;1;7;1;1;TRUE
"7844";4;1;7;1;6;TRUE
"7876";4;2;1;2;3;TRUE
"7879";4;2;1;2;4;TRUE
"7882";4;2;1;2;6;FALSE
"7885";4;2;1;2;7;TRUE
"7888";4;2;1;2;2;TRUE
"7891";4;2;1;2;8;FALSE
"7921";4;2;2;2;2;TRUE
"7924";4;2;2;2;7;TRUE
"7927";4;2;2;2;3;TRUE
"7930";4;2;2;2;1;FALSE
"7933";4;2;2;2;5;FALSE
"7936";4;2;2;2;4;NA
"7964";4;2;3;2;2;TRUE
"7967";4;2;3;2;7;FALSE
"7970";4;2;3;2;3;TRUE
"7973";4;2;3;2;5;FALSE
"7976";4;2;3;2;4;FALSE
"7979";4;2;3;2;6;TRUE
"8008";4;2;4;2;2;TRUE
"8011";4;2;4;2;5;FALSE
"8014";4;2;4;2;4;TRUE
"8017";4;2;4;2;7;TRUE
"8020";4;2;4;2;6;NA
"8023";4;2;4;2;3;TRUE
"8050";4;2;5;2;5;TRUE
"8053";4;2;5;2;7;TRUE
"8056";4;2;5;2;2;TRUE
"8059";4;2;5;2;6;TRUE
"8062";4;2;5;2;8;NA
"8065";4;2;5;2;3;FALSE
"8094";4;2;6;2;5;TRUE
"8097";4;2;6;2;6;TRUE
"8100";4;2;6;2;4;FALSE
"8103";4;2;6;2;7;FALSE
"8106";4;2;6;2;2;TRUE
"8109";4;2;6;2;8;FALSE
"8137";4;2;7;2;7;TRUE
"8140";4;2;7;2;5;TRUE
"8143";4;2;7;2;4;TRUE
"8146";4;2;7;2;8;TRUE
"8149";4;2;7;2;1;TRUE
"8152";4;2;7;2;6;TRUE
"8171";4;3;1;1;3;TRUE
"8174";4;3;1;1;4;TRUE
"8183";4;3;1;1;2;TRUE
"8204";4;3;2;1;2;TRUE
"8210";4;3;2;1;3;TRUE
"8213";4;3;2;1;1;TRUE
"8216";4;3;2;1;5;FALSE
"8219";4;3;2;1;4;TRUE
"8238";4;3;3;1;2;TRUE
"8241";4;3;3;1;7;TRUE
"8244";4;3;3;1;3;TRUE
"8247";4;3;3;1;5;FALSE
"8250";4;3;3;1;4;NA
"8253";4;3;3;1;6;TRUE
"8273";4;3;4;1;2;TRUE
"8276";4;3;4;1;5;FALSE
"8279";4;3;4;1;4;NA
"8282";4;3;4;1;7;TRUE
"8285";4;3;4;1;6;FALSE
"8288";4;3;4;1;3;TRUE
"8309";4;3;5;1;5;TRUE
"8312";4;3;5;1;7;TRUE
"8315";4;3;5;1;2;TRUE
"8318";4;3;5;1;6;TRUE
"8321";4;3;5;1;8;FALSE
"8324";4;3;5;1;3;TRUE
"8343";4;3;6;1;5;TRUE
"8346";4;3;6;1;6;TRUE
"8349";4;3;6;1;4;TRUE
"8352";4;3;6;1;7;TRUE
"8355";4;3;6;1;2;FALSE
"8358";4;3;6;1;8;TRUE
"8378";4;3;7;1;7;TRUE
"8381";4;3;7;1;5;FALSE
"8384";4;3;7;1;4;TRUE
"8387";4;3;7;1;8;TRUE
"8390";4;3;7;1;1;TRUE
"8393";4;3;7;1;6;FALSE
"8415";4;4;1;2;3;FALSE
"8418";4;4;1;2;4;TRUE
"8424";4;4;1;2;7;TRUE
"8427";4;4;1;2;2;FALSE
"8430";4;4;1;2;8;TRUE
"8448";4;4;2;2;2;TRUE
"8451";4;4;2;2;7;TRUE
"8454";4;4;2;2;3;TRUE
"8457";4;4;2;2;1;TRUE
"8460";4;4;2;2;5;TRUE
"8463";4;4;2;2;4;FALSE
"8481";4;4;3;2;2;NA
"8484";4;4;3;2;7;FALSE
"8487";4;4;3;2;3;FALSE
"8490";4;4;3;2;5;FALSE
"8493";4;4;3;2;4;TRUE
"8515";4;4;4;2;2;TRUE
"8518";4;4;4;2;5;FALSE
"8521";4;4;4;2;4;TRUE
"8524";4;4;4;2;7;TRUE
"8527";4;4;4;2;6;FALSE
"8530";4;4;4;2;3;FALSE
"8550";4;4;5;2;5;TRUE
"8553";4;4;5;2;7;TRUE
"8556";4;4;5;2;2;TRUE
"8559";4;4;5;2;6;TRUE
"8562";4;4;5;2;8;FALSE
"8565";4;4;5;2;3;TRUE
"8584";4;4;6;2;5;TRUE
"8587";4;4;6;2;6;FALSE
"8590";4;4;6;2;4;TRUE
"8593";4;4;6;2;7;FALSE
"8596";4;4;6;2;2;FALSE
"8599";4;4;6;2;8;TRUE
"8619";4;4;7;2;7;TRUE
"8622";4;4;7;2;5;TRUE
"8625";4;4;7;2;4;FALSE
"8628";4;4;7;2;8;TRUE
"8631";4;4;7;2;1;TRUE
"8634";4;4;7;2;6;FALSE
"8655";4;5;1;1;3;TRUE
"8658";4;5;1;1;4;TRUE
"8667";4;5;1;1;2;TRUE
"8691";4;5;2;1;2;TRUE
"8697";4;5;2;1;3;TRUE
"8700";4;5;2;1;1;TRUE
"8706";4;5;2;1;4;TRUE
"8727";4;5;3;1;2;TRUE
"8730";4;5;3;1;7;FALSE
"8733";4;5;3;1;3;TRUE
"8736";4;5;3;1;5;FALSE
"8739";4;5;3;1;4;TRUE
"8742";4;5;3;1;6;TRUE
"8762";4;5;4;1;2;TRUE
"8765";4;5;4;1;5;FALSE
"8768";4;5;4;1;4;TRUE
"8771";4;5;4;1;7;TRUE
"8774";4;5;4;1;6;FALSE
"8777";4;5;4;1;3;TRUE
"8797";4;5;5;1;5;TRUE
"8800";4;5;5;1;7;TRUE
"8803";4;5;5;1;2;TRUE
"8806";4;5;5;1;6;TRUE
"8809";4;5;5;1;8;FALSE
"8812";4;5;5;1;3;TRUE
"8832";4;5;6;1;5;TRUE
"8835";4;5;6;1;6;TRUE
"8838";4;5;6;1;4;FALSE
"8841";4;5;6;1;7;TRUE
"8844";4;5;6;1;2;FALSE
"8847";4;5;6;1;8;TRUE
"8867";4;5;7;1;7;FALSE
"8870";4;5;7;1;5;FALSE
"8873";4;5;7;1;4;FALSE
"8876";4;5;7;1;8;TRUE
"8879";4;5;7;1;1;TRUE
"8882";4;5;7;1;6;TRUE
"8903";4;6;1;2;3;TRUE
"8906";4;6;1;2;4;TRUE
"8915";4;6;1;2;2;TRUE
"8918";4;6;1;2;8;TRUE
"8938";4;6;2;2;2;TRUE
"8941";4;6;2;2;7;TRUE
"8944";4;6;2;2;3;TRUE
"8947";4;6;2;2;1;TRUE
"8950";4;6;2;2;5;TRUE
"8953";4;6;2;2;4;TRUE
"8974";4;6;3;2;2;TRUE
"8977";4;6;3;2;7;FALSE
"8980";4;6;3;2;3;TRUE
"8983";4;6;3;2;5;TRUE
"8986";4;6;3;2;4;TRUE
"8989";4;6;3;2;6;TRUE
"9009";4;6;4;2;2;TRUE
"9012";4;6;4;2;5;TRUE
"9015";4;6;4;2;4;TRUE
"9018";4;6;4;2;7;TRUE
"9021";4;6;4;2;6;TRUE
"9024";4;6;4;2;3;TRUE
"9045";4;6;5;2;5;TRUE
"9048";4;6;5;2;7;TRUE
"9051";4;6;5;2;2;TRUE
"9054";4;6;5;2;6;TRUE
"9057";4;6;5;2;8;TRUE
"9060";4;6;5;2;3;TRUE
"9080";4;6;6;2;5;TRUE
"9083";4;6;6;2;6;TRUE
"9086";4;6;6;2;4;TRUE
"9089";4;6;6;2;7;TRUE
"9092";4;6;6;2;2;FALSE
"9095";4;6;6;2;8;TRUE
"9115";4;6;7;2;7;TRUE
"9118";4;6;7;2;5;TRUE
"9121";4;6;7;2;4;TRUE
"9124";4;6;7;2;8;TRUE
"9127";4;6;7;2;1;TRUE
"9130";4;6;7;2;6;TRUE
"9146";4;7;1;1;3;TRUE
"9149";4;7;1;1;4;TRUE
"9161";4;7;1;1;8;FALSE
"9182";4;7;2;1;7;TRUE
"9185";4;7;2;1;3;TRUE
"9188";4;7;2;1;1;TRUE
"9191";4;7;2;1;5;FALSE
"9194";4;7;2;1;4;FALSE
"9215";4;7;3;1;2;TRUE
"9218";4;7;3;1;7;TRUE
"9221";4;7;3;1;3;TRUE
"9224";4;7;3;1;5;FALSE
"9227";4;7;3;1;4;TRUE
"9230";4;7;3;1;6;FALSE
"9252";4;7;4;1;2;FALSE
"9255";4;7;4;1;5;TRUE
"9258";4;7;4;1;4;TRUE
"9261";4;7;4;1;7;TRUE
"9264";4;7;4;1;6;FALSE
"9267";4;7;4;1;3;TRUE
"9286";4;7;5;1;5;TRUE
"9289";4;7;5;1;7;TRUE
"9292";4;7;5;1;2;TRUE
"9295";4;7;5;1;6;TRUE
"9298";4;7;5;1;8;FALSE
"9301";4;7;5;1;3;TRUE
"9321";4;7;6;1;5;TRUE
"9324";4;7;6;1;6;TRUE
"9327";4;7;6;1;4;FALSE
"9330";4;7;6;1;7;FALSE
"9333";4;7;6;1;2;TRUE
"9336";4;7;6;1;8;TRUE
"9357";4;7;7;1;7;TRUE
"9360";4;7;7;1;5;TRUE
"9363";4;7;7;1;4;TRUE
"9366";4;7;7;1;8;TRUE
"9369";4;7;7;1;1;TRUE
"9372";4;7;7;1;6;NA
"9391";4;8;1;2;3;TRUE
"9394";4;8;1;2;4;TRUE
"9397";4;8;1;2;6;TRUE
"9400";4;8;1;2;7;TRUE
"9426";4;8;2;2;2;TRUE
"9429";4;8;2;2;7;TRUE
"9432";4;8;2;2;3;TRUE
"9435";4;8;2;2;1;TRUE
"9441";4;8;2;2;4;TRUE
"9462";4;8;3;2;2;TRUE
"9465";4;8;3;2;7;TRUE
"9468";4;8;3;2;3;TRUE
"9474";4;8;3;2;4;TRUE
"9477";4;8;3;2;6;FALSE
"9499";4;8;4;2;2;TRUE
"9502";4;8;4;2;5;TRUE
"9505";4;8;4;2;4;TRUE
"9508";4;8;4;2;7;TRUE
"9511";4;8;4;2;6;FALSE
"9514";4;8;4;2;3;TRUE
"9529";4;8;5;2;5;TRUE
"9532";4;8;5;2;7;TRUE
"9535";4;8;5;2;2;NA
"9538";4;8;5;2;6;TRUE
"9541";4;8;5;2;8;TRUE
"9544";4;8;5;2;3;TRUE
"9563";4;8;6;2;5;TRUE
"9566";4;8;6;2;6;TRUE
"9569";4;8;6;2;4;TRUE
"9572";4;8;6;2;7;TRUE
"9575";4;8;6;2;2;FALSE
"9578";4;8;6;2;8;TRUE
"9599";4;8;7;2;7;TRUE
"9602";4;8;7;2;5;TRUE
"9605";4;8;7;2;4;TRUE
"9608";4;8;7;2;8;TRUE
"9611";4;8;7;2;1;TRUE
"9614";4;8;7;2;6;FALSE
"9636";4;9;1;1;3;TRUE
"9639";4;9;1;1;4;TRUE
"9648";4;9;1;1;2;FALSE
"9673";4;9;2;1;2;TRUE
"9676";4;9;2;1;7;TRUE
"9679";4;9;2;1;3;TRUE
"9682";4;9;2;1;1;TRUE
"9688";4;9;2;1;4;TRUE
"9709";4;9;3;1;2;TRUE
"9712";4;9;3;1;7;TRUE
"9715";4;9;3;1;3;TRUE
"9718";4;9;3;1;5;FALSE
"9721";4;9;3;1;4;TRUE
"9724";4;9;3;1;6;TRUE
"9744";4;9;4;1;2;TRUE
"9747";4;9;4;1;5;TRUE
"9750";4;9;4;1;4;TRUE
"9753";4;9;4;1;7;TRUE
"9756";4;9;4;1;6;TRUE
"9759";4;9;4;1;3;TRUE
"9782";4;9;5;1;5;TRUE
"9785";4;9;5;1;7;TRUE
"9788";4;9;5;1;2;TRUE
"9791";4;9;5;1;6;TRUE
"9794";4;9;5;1;8;TRUE
"9797";4;9;5;1;3;TRUE
"9819";4;9;6;1;5;TRUE
"9822";4;9;6;1;6;TRUE
"9825";4;9;6;1;4;TRUE
"9828";4;9;6;1;7;TRUE
"9831";4;9;6;1;2;TRUE
"9834";4;9;6;1;8;TRUE
"9856";4;9;7;1;7;TRUE
"9859";4;9;7;1;5;TRUE
"9862";4;9;7;1;4;TRUE
"9865";4;9;7;1;8;TRUE
"9868";4;9;7;1;1;TRUE
"9871";4;9;7;1;6;TRUE
"9894";4;10;1;2;3;TRUE
"9897";4;10;1;2;4;TRUE
"9900";4;10;1;2;6;FALSE
"9903";4;10;1;2;7;TRUE
"9906";4;10;1;2;2;TRUE
